"host_total_listings_count","room_type","latitude","longitude","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","availability_365","number_of_reviews"
20,"Entire home/apt",42.3678468233289,-71.0530011447914,1,2,2,130,46,32,312,53
2,"Entire home/apt",42.3448574100892,-71.088658149743,1,2,3,66,1,74,60,1
3,"Entire home/apt",42.3752549681392,-71.0533086253225,2,2,2,2,3,4,365,0
1,"Entire home/apt",42.3512436088045,-71.0683671334392,1,1,1,298,1,1,365,0
1,"Private room",42.3325634113658,-71.1083584031781,1,1,1,258,1,81,0,22
630,"Entire home/apt",42.356281548296,-71.0613224586456,2,4,4,184,45,52,92,2
630,"Entire home/apt",42.3457897543327,-71.0620797623997,1,1,1,16,45,103,89,19
10,"Entire home/apt",42.3613570627627,-71.0556731139851,1.5,1,1,93,49,24,179,33
5,"Entire home/apt",42.3646080416382,-71.0290205572035,2,2,2,130,1,101,310,14
2,"Private room",42.3785332450404,-71.0617688703725,1,1,1,67,1,1,356,29
25,"Entire home/apt",42.3671267961799,-71.0378059160406,1,3,3,360,1,117,332,72
79,"Entire home/apt",42.3604859984843,-71.0687404682137,1,0,1,341,8,74,117,16
31,"Private room",42.3158960383079,-71.0793955519233,1,1,1,246,34,74,365,0
1,"Private room",42.3278021970477,-71.1056313448655,1,1,1,271,1,1,0,1
1,"Private room",42.3393171027629,-71.1470101461677,1,1,1,126,1,1,0,0
1,"Private room",42.3447333500953,-71.1398222463626,1,1,1,271,24,35,0,0
2,"Entire home/apt",42.3407527022798,-71.0757385916793,1.5,2,4,132,13,95,301,93
1,"Private room",42.3297708947072,-71.1030021464486,1,1,1,187,1,1,0,0
339,"Entire home/apt",42.3514033168956,-71.0465040076506,2,2,3,218,1,4,0,4
1,"Private room",42.3514429743417,-71.0580032576134,2,1,1,184,21,61,364,3
630,"Entire home/apt",42.3436631007855,-71.0987090506869,1,1,2,360,45,9,77,7
1,"Private room",42.3585838219358,-71.0526974004663,1,1,1,8,1,1,0,0
2,"Entire home/apt",42.3480005822289,-71.0481819208752,1,1,1,107,1,88,2,25
2,"Private room",42.2955933396389,-71.115301455759,1,1,1,326,1,81,357,32
13,"Private room",42.3185089738056,-71.0576350576385,1,1,1,334,24,70,293,0
2,"Private room",42.3446248688725,-71.0706637362701,1,1,1,17,1,35,35,14
4,"Private room",42.2748991646016,-71.0770663377309,1.5,1,1,310,2,35,311,27
4,"Private room",42.3459853689189,-71.136396592725,0.5,1,1,310,8,95,359,43
2,"Entire home/apt",42.3454945218333,-71.0790962119812,1,2,3,130,2,97,45,66
1,"Private room",42.2763636761407,-71.1364329250743,2,1,1,258,1,1,146,29
1,"Entire home/apt",42.2826187957795,-71.1330679291268,1.5,2,3,147,1,70,0,0
1,"Entire home/apt",42.3591449577516,-71.0678512353522,1,1,1,47,24,1,37,249
2,"Private room",42.3704992680404,-71.0355608386622,1,1,1,342,1,61,329,4
1,"Entire home/apt",42.356692701431,-71.0729713766297,1,1,1,141,24,101,324,79
11,"Private room",42.3561420475826,-71.1371875548912,3,1,1,258,2,95,341,1
1,"Entire home/apt",42.3422653508132,-71.0517737553742,2.5,4,9,244,49,47,178,39
1,"Entire home/apt",42.329955299924,-71.0575862667496,1,2,2,16,1,1,0,0
630,"Entire home/apt",42.3338057144321,-71.0800066018481,2,3,3,36,45,34,31,24
4,"Private room",42.3265699938286,-71.0827976629872,1,1,2,305,1,35,348,216
31,"Private room",42.3047620663234,-71.0716754823389,1,1,1,239,34,74,342,5
6,"Entire home/apt",42.2813896262345,-71.1311904198728,1,1,2,8,1,82,336,78
18,"Entire home/apt",42.3640122496937,-71.0568106808558,1,1,2,54,24,70,318,138
2,"Private room",42.3002638808792,-71.1118073944757,1,1,1,352,1,1,280,294
1,"Private room",42.3457278571087,-71.0901495745069,1,1,1,301,1,1,34,1
3,"Entire home/apt",42.3501647884597,-71.1310509102749,1,0,1,355,24,85,88,85
3,"Entire home/apt",42.3456804386097,-71.0888695652838,1,2,2,147,8,88,0,15
3,"Private room",42.3568556509939,-71.0702513597197,1,1,1,88,14,4,0,0
26,"Entire home/apt",42.3407618157717,-71.0802228787872,1,0,1,29,24,97,347,28
1,"Entire home/apt",42.3409828593606,-71.1444004717898,1,2,4,37,45,88,71,25
1,"Entire home/apt",42.3550519334381,-71.062747894978,1,2,2,188,1,61,351,4
5,"Private room",42.2966180407858,-71.1136988097888,1,1,2,310,1,1,339,4
1,"Private room",42.3451720187971,-71.1592973465806,1,1,1,342,2,2,170,3
49,"Entire home/apt",42.3667526143936,-71.0555657610442,1,0,1,74,1,12,0,4
1,"Private room",42.3397545430106,-71.0790042988371,1,1,1,36,10,73,68,103
2,"Private room",42.3224446583249,-71.0750987799635,1.5,1,1,319,1,61,335,17
2,"Private room",42.3726119025143,-71.0346311126323,1,1,1,310,1,1,146,51
1,"Entire home/apt",42.3204314198188,-71.0659755624998,1,3,3,110,24,93,0,1
5,"Entire home/apt",42.3641571120472,-71.0681190894143,2,2,3,163,3,36,75,5
3,"Entire home/apt",42.3757465476236,-71.0298941355896,1,2,2,147,14,113,341,37
26,"Entire home/apt",42.3546379195456,-71.0739977928461,0.5,2,2,264,1,1,343,1
1,"Entire home/apt",42.361728081326,-71.0528557670935,1,1,1,147,1,108,80,4
1,"Entire home/apt",42.3591373661452,-71.0694054054866,1,1,2,127,2,74,147,6
1,"Entire home/apt",42.3790886009274,-71.0630153798501,1,1,1,24,1,82,86,5
1,"Entire home/apt",42.368428568771,-71.1146589422498,3,4,5,140,1,1,128,0
1,"Entire home/apt",42.3531501718944,-71.0639110400128,1,1,2,110,1,74,1,0
2,"Private room",42.291689800769,-71.1318927747592,1,1,1,326,1,67,64,25
1,"Entire home/apt",42.3836370577837,-71.0000999196903,1,2,2,103,1,77,0,27
630,"Entire home/apt",42.3455969946751,-71.1011878599542,2,1,2,36,45,109,89,8
1,"Entire home/apt",42.3781361879964,-71.0632869303694,1,1,2,110,1,1,31,10
1,"Entire home/apt",42.3504643714742,-71.0889399223996,1,0,1,57,1,61,0,34
60,"Entire home/apt",42.3661205121024,-71.057035808664,2,3,3,66,34,113,35,37
1,"Entire home/apt",42.3470053538312,-71.095104225437,1,0,2,37,1,70,299,9
5,"Private room",42.3177792220339,-71.053780353953,1,1,2,246,14,70,59,15
3,"Entire home/apt",42.3440297246016,-71.0811118490393,1,0,1,56,8,88,216,7
1,"Entire home/apt",42.3765322577192,-71.0615788735484,1,1,2,188,2,4,214,66
339,"Entire home/apt",42.3522219117108,-71.0467982925575,2,2,3,218,1,4,0,2
4,"Entire home/apt",42.3571519003167,-71.0595373940853,1,2,2,130,8,101,203,178
2,"Entire home/apt",42.3526232529557,-71.0822341004033,1,0,1,147,1,36,0,8
1,"Private room",42.3362815483932,-71.0690394563935,1,1,1,335,1,82,0,4
6,"Private room",42.2903361828721,-71.0631993653491,1,1,4,360,27,82,333,15
26,"Entire home/apt",42.3480916409185,-71.0616051012381,1,2,3,130,49,24,336,0
1,"Entire home/apt",42.3618281787708,-71.05248303684,1,1,1,147,1,104,0,10
1,"Entire home/apt",42.3752061059202,-71.0628447492466,2,2,2,193,27,9,167,11
2,"Entire home/apt",42.3046501717701,-71.0651293663552,2,4,4,259,1,1,365,1
1,"Entire home/apt",42.3637273430768,-71.0548832309992,1,3,4,170,27,4,52,13
2,"Private room",42.3428654574502,-71.0957748676115,1,1,1,27,2,70,0,0
1,"Private room",42.3063326857134,-71.1190246045607,1,1,1,286,1,74,342,69
1,"Entire home/apt",42.3605606485913,-71.0714057212558,1.5,2,2,133,3,4,0,1
982,"Entire home/apt",42.3305575373687,-71.112692455066,2,3,3,93,2,4,360,0
11,"Private room",42.3554638207026,-71.1372540562339,2,1,1,234,1,95,365,2
2,"Entire home/apt",42.3494735550692,-71.0926465907674,1,1,1,106,24,82,358,1
3,"Entire home/apt",42.3552017020292,-71.0605698530002,1,2,3,177,8,101,216,141
1,"Entire home/apt",42.351257453346,-71.0843519893218,2,2,3,358,55,36,0,0
2,"Entire home/apt",42.3438801906266,-71.0839951618828,1,0,1,52,58,55,0,3
3,"Private room",42.3411640720311,-71.0902644727421,1,1,1,359,1,1,0,4
1,"Entire home/apt",42.3334544103446,-71.0478935349421,1,1,1,88,1,61,348,29
37,"Private room",42.3719887503482,-71.0426801554989,1.5,1,1,335,2,3,3,22
4,"Entire home/apt",42.3479831746282,-71.0852934787223,1,0,1,145,24,101,71,27
1,"Private room",42.3477424086462,-71.1375126553552,1,1,1,27,1,1,0,0
2,"Private room",42.3144840734595,-71.0991700068627,1,1,1,239,56,70,294,0
60,"Entire home/apt",42.3682117528511,-71.0572372262277,1,2,2,360,27,101,33,3
1,"Entire home/apt",42.3457564614178,-71.1412803182856,1,2,4,8,1,1,0,11
1,"Entire home/apt",42.3417132528452,-71.1485119568893,1,1,1,56,1,82,0,12
2,"Private room",42.2954634437661,-71.1202510501097,1,1,2,17,1,1,143,14
364,"Entire home/apt",42.3297146498116,-71.1122122696401,1,1,1,51,2,4,354,0
4,"Private room",42.3782157052022,-71.0392274277269,1,1,3,1,8,2,43,2
1,"Private room",42.2765829341658,-71.1523982946146,1,1,2,271,1,35,334,10
2,"Private room",42.3156939109409,-71.1062087483217,1,1,1,357,1,61,310,184
79,"Entire home/apt",42.3665969243478,-71.0582228495904,1,2,3,57,3,4,90,0
9,"Entire home/apt",42.3513196515246,-71.0678565893112,1.5,2,3,220,55,24,338,0
85,"Entire home/apt",42.350307306523,-71.0828505782455,1,0,1,110,1,89,160,35
1,"Entire home/apt",42.3461887336536,-71.0888722097263,1,2,2,145,24,101,63,11
9,"Entire home/apt",42.3565496559767,-71.0692684278065,1,2,2,115,1,14,16,4
1,"Entire home/apt",42.289268204768,-71.0569113074535,1.5,1,1,27,2,55,49,1
85,"Entire home/apt",42.3442221857984,-71.0753750559273,1,0,1,110,2,89,148,31
505,"Entire home/apt",42.3635822272229,-71.0632606078714,2,2,3,253,2,17,351,2
4,"Entire home/apt",42.3660007704935,-71.0639296860862,1,1,1,52,1,97,15,31
630,"Entire home/apt",42.3574719322695,-71.0607887294092,1,2,2,145,45,23,103,1
3,"Entire home/apt",42.3525782856167,-71.0825994504505,1,1,1,130,12,1,157,187
3,"Entire home/apt",42.3522731733978,-71.0825666211948,1,0,1,46,1,3,345,102
1,"Private room",42.2896032164667,-71.1333674877115,1,1,1,22,24,70,365,0
1,"Private room",42.3321463518847,-71.0495211315139,1,1,1,346,1,1,0,5
20,"Entire home/apt",42.3638152493313,-71.0527796030113,1,1,1,37,40,101,322,95
2,"Private room",42.342447411417,-71.1484350578907,1,1,1,296,1,61,72,1
2,"Private room",42.2715607188409,-71.1068054318874,1,1,1,276,2,61,347,2
1,"Entire home/apt",42.3212327697955,-71.1156885318606,2,3,3,20,1,1,0,0
2,"Private room",42.3737231881969,-71.0355610610658,1,1,1,313,2,100,90,0
7,"Private room",42.3379616402365,-71.0397525870602,1.5,1,1,316,58,80,308,117
1,"Entire home/apt",42.3312270868998,-71.0523696420444,1,1,2,88,1,82,25,8
1,"Entire home/apt",42.3485320085201,-71.084135913349,1,2,1,72,1,1,0,0
2,"Entire home/apt",42.3592905846062,-71.0608632536946,1,1,2,147,32,62,349,40
339,"Entire home/apt",42.3505464526597,-71.0606028504611,1,1,2,107,1,4,0,0
1,"Private room",42.3669975564648,-71.0359426455627,1,1,1,331,2,3,162,62
2,"Entire home/apt",42.3188596475907,-71.1145151344791,1,3,4,163,34,4,13,76
1,"Private room",42.2904067782769,-71.0585347924066,1,1,1,326,1,67,348,79
3,"Private room",42.383789192173,-71.0166987668293,1,1,1,271,1,1,72,0
1,"Entire home/apt",42.3496716304342,-71.1311444092254,1,0,1,27,45,61,356,66
10,"Entire home/apt",42.3601942468823,-71.0558818227671,2,2,4,176,49,32,310,85
2,"Entire home/apt",42.3648322879173,-71.0569341219057,1,1,1,67,24,82,148,1
1,"Entire home/apt",42.3313759529503,-71.0420115897915,2,2,2,147,8,1,0,15
1,"Shared room",42.3240125129646,-71.0841526773462,1,1,1,32,2,94,75,6
4,"Private room",42.3313386255747,-71.0569452008022,1,1,1,326,1,1,339,66
1,"Entire home/apt",42.3647968326574,-71.0303128521416,1,2,3,97,27,82,0,81
3,"Entire home/apt",42.2888202835845,-71.1395101021012,1,3,3,138,27,97,163,41
1,"Entire home/apt",42.3322471935816,-71.0386560628304,1,1,1,97,8,35,0,12
1,"Entire home/apt",42.3486701346436,-71.0944210204816,1,0,2,57,1,1,0,0
4,"Entire home/apt",42.3448758895275,-71.0975070148608,1.5,2,3,216,2,24,131,0
1,"Entire home/apt",42.3498826413156,-71.1369703490784,1,1,1,360,1,55,0,11
7,"Private room",42.3170818147293,-71.0583278381627,1,1,1,319,14,70,328,10
4,"Entire home/apt",42.3308506764389,-71.0965538159714,2,3,3,170,1,104,309,63
4,"Private room",42.3243734332949,-71.0823013480511,1,1,1,310,1,35,345,21
5,"Private room",42.3172156444228,-71.0552440668598,1,1,1,319,2,70,217,26
1,"Private room",42.3454190678408,-71.0771109253581,1,1,1,27,1,1,0,0
1,"Entire home/apt",42.3494855294526,-71.077849329213,1,1,1,99,34,4,2,9
1,"Private room",42.3226719798233,-71.1007861152736,2,1,1,319,1,1,0,10
1,"Entire home/apt",42.3349812173355,-71.0344509792957,1,0,1,130,1,1,24,25
2,"Private room",42.3329694590059,-71.0968690944745,1,1,1,271,1,3,0,11
2,"Private room",42.3195279290187,-71.0417786348344,1,1,1,301,1,55,1,4
85,"Entire home/apt",42.3508341550755,-71.083587456546,1,0,1,110,2,89,44,22
2,"Entire home/apt",42.3425803800233,-71.0972485103981,1,0,1,67,27,82,65,0
2,"Entire home/apt",42.3548684530123,-71.0765088809375,1,1,1,195,1,1,74,90
4,"Entire home/apt",42.366740356715,-71.037865297341,1,1,2,61,24,67,64,6
2,"Private room",42.3446757438216,-71.143586665806,1,1,1,348,1,55,359,11
22,"Entire home/apt",42.3581276716449,-71.0712352337878,1,0,1,132,1,1,73,18
3,"Private room",42.3131495091913,-71.104788232649,1,1,1,337,8,97,332,23
630,"Entire home/apt",42.3497217270511,-71.1311185110071,2,3,3,36,45,36,92,19
1,"Private room",42.2987243944471,-71.1554713891459,1,1,2,319,2,3,24,0
1,"Entire home/apt",42.3315560820453,-71.1121734618153,1,3,3,170,34,24,347,12
2,"Private room",42.3668164008103,-71.0645852489717,1,1,1,17,1,1,365,9
3,"Entire home/apt",42.3588002295323,-71.0651179107588,1,1,1,105,49,36,156,0
4,"Private room",42.2828415690452,-71.0711557125561,1,1,1,310,49,1,332,43
2,"Private room",42.3422584719224,-71.1486323269877,1,1,1,279,1,61,78,2
10,"Entire home/apt",42.3295245701873,-71.0516249615231,2,3,6,203,37,4,37,28
1,"Entire home/apt",42.369204149811,-71.1148374770653,1,1,2,140,2,35,24,0
2,"Private room",42.3446112953826,-71.087817438653,1,0,1,310,1,3,0,2
1,"Private room",42.2676907408615,-71.1256604123775,1.5,1,1,268,1,1,346,65
7,"Private room",42.2852710616218,-71.0685917501779,1,1,1,286,24,74,283,2
5,"Entire home/apt",42.3739799709546,-71.033055881924,1,2,3,89,2,77,152,46
339,"Entire home/apt",42.3464827432863,-71.0796750218471,1,2,3,232,1,4,86,25
3,"Private room",42.2855092380812,-71.0686320108489,1,1,1,335,2,2,177,18
9,"Private room",42.3683615395747,-71.03918341825,3,1,1,187,1,81,112,136
3,"Private room",42.2926313261704,-71.0557503633655,1,1,1,353,1,55,125,96
3,"Entire home/apt",42.2713087543911,-71.0756001007782,2,2,3,24,1,4,342,25
1,"Private room",42.3528372384252,-71.1243089964149,1,1,1,348,1,1,0,4
1,"Private room",42.3614530339621,-71.1458084031262,1,1,1,8,1,67,88,16
7,"Entire home/apt",42.337632146266,-71.0787732592904,1,3,4,161,34,36,0,0
14,"Entire home/apt",42.3600364853022,-71.068913389389,1,2,2,103,1,101,302,22
9,"Private room",42.3192414779825,-71.0815717662616,1,1,1,256,8,3,0,6
364,"Entire home/apt",42.3513933689725,-71.0613392033027,2,2,2,300,1,4,362,0
1,"Entire home/apt",42.3451300135832,-71.0907417961298,1,1,2,65,1,1,59,15
26,"Entire home/apt",42.3543667587336,-71.0615605905494,1,0,2,96,49,9,32,0
18,"Entire home/apt",42.345808985916,-71.1050208389753,1,1,2,24,8,70,352,16
982,"Entire home/apt",42.3447558456739,-71.1006211782344,2,2,2,97,1,4,360,2
2,"Private room",42.28174851689,-71.1403178372614,2,1,1,342,1,3,339,26
1,"Entire home/apt",42.3399553501283,-71.1531550096353,1,1,2,163,34,4,364,0
1,"Entire home/apt",42.320373091767,-71.0439653533939,1,1,3,57,1,82,0,15
7,"Private room",42.2836655073041,-71.0683223398372,1,1,1,286,11,61,326,3
2,"Private room",42.2820858119523,-71.1333486774579,1,1,1,313,1,74,357,25
2,"Private room",42.327361296297,-71.0790374725446,3,1,1,246,34,74,287,3
1,"Private room",42.3493436132155,-71.1343595331784,1,1,1,187,1,1,0,2
1,"Entire home/apt",42.2577102312859,-71.1195061408055,1.5,2,3,56,8,61,120,0
1,"Private room",42.3520138336106,-71.1404718112105,1,1,2,326,24,70,0,1
1,"Entire home/apt",42.3515464269543,-71.0681580163002,1,1,1,287,1,88,0,0
3,"Entire home/apt",42.3133858081159,-71.0652554355803,1,3,4,17,12,67,67,92
982,"Entire home/apt",42.3431727243968,-71.1011977109183,1,1,1,56,1,4,360,1
1,"Entire home/apt",42.2768309506372,-71.1295597383147,3.5,4,3,83,49,4,0,1
982,"Entire home/apt",42.3651474390703,-71.0675483285578,2,2,2,89,1,4,360,0
2,"Private room",42.3570563796433,-71.066181683826,1,1,2,8,1,1,40,122
1,"Entire home/apt",42.3259532173565,-71.097265069476,2,2,2,57,27,108,134,41
2,"Entire home/apt",42.359022493681,-71.0630408778521,1,0,1,67,45,12,140,143
2,"Private room",42.2968251580631,-71.1145794235165,1,1,1,326,2,2,68,11
1,"Entire home/apt",42.3898282737657,-71.0051917983075,1,1,1,322,1,70,0,0
1,"Private room",42.314636983359,-71.0541811067619,1,1,1,286,1,1,248,0
37,"Private room",42.3863282022126,-71.0049312598943,1,1,1,271,1,3,40,28
8,"Entire home/apt",42.2373904185752,-71.1331025606297,1,1,3,347,1,74,211,4
339,"Entire home/apt",42.3519696475088,-71.0587666488165,1,1,2,183,1,4,74,1
11,"Entire home/apt",42.3132399388275,-71.0624164733466,1,3,4,49,27,36,124,12
2,"Private room",42.3332313555015,-71.0493274363457,1,1,1,110,24,82,353,28
339,"Entire home/apt",42.3300652308944,-71.1118029756224,1,1,2,152,1,4,87,0
2,"Entire home/apt",42.3048156475011,-71.1135206825805,1,2,3,35,1,55,0,0
30,"Private room",42.3590776927106,-71.1405898935286,1,1,1,295,2,74,75,41
25,"Private room",42.3242654478588,-71.0596320436546,1,1,1,17,1,104,0,4
3,"Entire home/apt",42.3350176125823,-71.0548815090707,1.5,3,3,157,41,89,287,260
1,"Entire home/apt",42.3602247976166,-71.0679903415479,1,1,2,147,1,55,36,7
630,"Entire home/apt",42.335400265933,-71.0746166307378,1,2,2,318,45,23,107,1
1,"Private room",42.3604697212397,-71.0695401718179,1,1,1,342,58,3,0,2
1,"Entire home/apt",42.3462028992664,-71.0734411057818,1,1,1,83,27,89,79,37
4,"Entire home/apt",42.3604794477042,-71.0687380550069,2,2,3,127,2,82,44,10
1,"Entire home/apt",42.3626787591965,-71.0644161743056,1,0,2,35,8,66,23,3
9,"Entire home/apt",42.3556837204326,-71.0670645216134,2.5,3,4,259,1,47,15,52
31,"Private room",42.3056711636847,-71.0732169815734,1,1,1,239,34,74,365,5
1,"Private room",42.3314589664838,-71.0472630897834,1,1,1,346,1,1,75,40
1,"Private room",42.3586473530853,-71.0543897646749,1,1,1,147,1,1,0,0
1,"Private room",42.3513614540841,-71.1261523853766,1,1,1,348,1,1,346,36
1,"Entire home/apt",42.3441409935107,-71.0722629692004,1,1,1,147,27,89,127,11
1,"Private room",42.3219193625954,-71.1104717880297,2,1,1,355,8,35,0,1
18,"Entire home/apt",42.3518796330412,-71.0641805277383,1,0,1,83,24,82,163,116
4,"Private room",42.2759668635216,-71.0773718724921,1,1,1,310,2,35,6,3
22,"Entire home/apt",42.3659564395246,-71.052682097302,1,1,1,132,1,1,69,38
1,"Entire home/apt",42.3594691454226,-71.0636214719307,1,1,1,110,1,74,101,36
2,"Entire home/apt",42.3429800822992,-71.0943843545051,1,1,2,119,24,56,0,2
982,"Entire home/apt",42.3283255203707,-71.1112192686518,1,1,1,42,2,4,87,0
364,"Entire home/apt",42.351379485315,-71.0454961454497,2,3,3,351,1,4,65,1
14,"Entire home/apt",42.3582525863397,-71.0684336675587,1,2,2,103,1,101,294,15
2,"Private room",42.3161301270224,-71.1050512712252,1,1,1,316,1,81,33,174
12,"Private room",42.2984909080556,-71.0588024401622,1.5,1,1,326,8,35,354,168
3,"Private room",42.3558336913029,-71.1583201283158,2,1,1,248,1,61,338,24
9,"Entire home/apt",42.3551022670091,-71.0731677726279,1,1,1,132,1,1,185,31
1,"Entire home/apt",42.3434617750599,-71.0641953929085,1,1,1,8,1,1,0,1
1,"Entire home/apt",42.3421347752722,-71.1070267118214,1,2,2,8,49,61,0,0
5,"Private room",42.3671050843507,-71.0302286332978,1,1,1,301,27,61,62,108
3,"Shared room",42.3188630818841,-71.0418209586191,1,1,1,334,8,74,278,3
4,"Entire home/apt",42.3596448609182,-71.0697111873456,1,2,2,97,2,30,326,0
3,"Private room",42.3591084152667,-71.0662266352996,1,1,1,147,1,82,0,3
1,"Entire home/apt",42.3496198925375,-71.0932190497727,1,2,2,147,1,1,0,0
11,"Entire home/apt",42.3638846859167,-71.0507494496984,2,3,3,274,1,50,9,3
1,"Private room",42.3383909790132,-71.1514954186127,1,1,1,310,1,18,163,98
630,"Entire home/apt",42.346092595451,-71.1049316683521,1,1,2,347,45,10,78,15
1,"Private room",42.3593886759414,-71.0710585442711,1,1,1,352,2,2,3,6
2,"Entire home/apt",42.3776892629687,-71.0346822432778,1,3,8,147,1,4,322,26
2,"Entire home/apt",42.3405714540682,-71.151304610783,1,3,3,72,14,113,322,91
1,"Entire home/apt",42.3430371194785,-71.1050070681948,1,1,2,37,1,82,168,4
2,"Entire home/apt",42.3504929331826,-71.1332805685537,1,0,3,360,2,113,302,177
7,"Entire home/apt",42.3476220588623,-71.1369880003737,1,2,2,130,2,106,278,29
339,"Entire home/apt",42.3640581505728,-71.0598224321812,2,2,3,255,2,4,177,0
17,"Private room",42.28334535218,-71.0649064349237,1,1,2,258,2,55,350,0
5,"Entire home/apt",42.3767171296694,-71.0365503018393,1,0,2,360,38,74,9,80
3,"Private room",42.2998237792298,-71.1125721982785,1,1,1,346,1,1,289,198
6,"Entire home/apt",42.3093369351082,-71.0634098556715,2,3,6,123,46,4,312,24
982,"Entire home/apt",42.3648189588525,-71.0690767157631,2,2,2,97,1,4,360,0
9,"Private room",42.3549285243328,-71.1680494548208,1,1,1,301,1,35,309,2
1,"Entire home/apt",42.3442478058751,-71.0819811205741,1,0,1,56,1,1,64,13
5,"Private room",42.3229625358314,-71.1056282312619,1,1,1,355,1,35,342,22
1,"Private room",42.3513531708989,-71.1661063281642,1,1,1,224,1,1,0,0
630,"Entire home/apt",42.3497262671512,-71.0654961480696,1,1,1,36,45,117,91,0
5,"Private room",42.3249696706459,-71.0894888766103,1,1,1,326,1,1,279,29
